,index,order_id,order_date,delivered_date,customer_id,customer_name,customer_age,customer_gender,customer_segment,region,state,city,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_percentage,discount_amount,sales_amount,profit_margin,profit_amount,tax_rate,tax_amount,shipping_cost,shipping_method,total_amount,payment_method,delivery_time_days,order_status,rating,is_repeat_customer,order_year,order_month,order_quarter,order_day_of_week
837,844,ORD100896,2023-11-24,2023-11-27,CUST10057,Priya Banerjee,42,Male,Consumer,Central,Madhya Pradesh,Gwalior,PROD5797,IKEA Beds,Furniture,Beds,IKEA,46760.97,1,0,0.0,46760.97,0.2895,13539.4,0.12,5611.32,0.0,Express,52372.29,Credit Card,3,Delivered,3.5,Yes,2023,11,Q4,Friday
838,845,ORD100042,2023-11-25,2023-11-29,CUST10104,Rahul Malhotra,48,Male,Home Office,West,Maharashtra,Nagpur,PROD8639,H&M Dresses,Clothing,Dresses,H&M,2947.06,1,5,147.35,2799.71,0.3581,1002.51,0.12,335.96,50.85,Standard,3186.52,Cash on Delivery,4,Delivered,4.5,Yes,2023,11,Q4,Saturday
839,846,ORD100012,2023-11-25,2023-11-26,CUST10093,Rohan Iyer,49,Male,Consumer,South,Karnataka,Mangalore,PROD4302,WestSide Wall Art,Home Decor,Wall Art,WestSide,915.16,1,0,0.0,915.16,0.34,311.16,0.12,109.82,181.45,Express,1206.43,Credit Card,1,Delivered,5.0,No,2023,11,Q4,Saturday
840,847,ORD100324,2023-11-27,2023-11-28,CUST10029,Neha Gupta,32,Female,Consumer,West,Gujarat,Vadodara,PROD1565,Nilkamal Dining Tables,Furniture,Dining Tables,Nilkamal,78953.08,1,15,11842.96,67110.12,0.1559,10461.27,0.12,8053.21,0.0,Express,75163.33,EMI,1,Delivered,4.5,Yes,2023,11,Q4,Monday
841,848,ORD100091,2023-11-27,2023-11-27,CUST10043,Rahul Desai,37,Female,Home Office,East,Assam,Guwahati,PROD9561,Oxford Fiction,Books,Fiction,Oxford,743.22,2,30,445.93,1040.51,0.2949,306.8,0.12,124.86,330.56,Same Day,1495.93,Debit Card,0,Delivered,4.0,No,2023,11,Q4,Monday
842,849,ORD100935,2023-11-27,2023-11-30,CUST10257,Vikram Kumar,56,Female,Corporate,West,Gujarat,Ahmedabad,PROD1358,Milton Dinnerware,Kitchen,Dinnerware,Milton,11031.42,2,20,4412.57,17650.26,0.1345,2373.18,0.18,3177.05,90.1,Standard,20917.41,Net Banking,3,Delivered,3.5,Yes,2023,11,Q4,Monday
843,850,ORD100290,2023-11-27,2023-11-30,CUST10250,Aditya Singh,45,Male,Consumer,West,Goa,Panaji,PROD9825,Prestige Containers,Kitchen,Containers,Prestige,788.94,4,15,473.36,2682.39,0.2018,541.26,0.18,482.83,129.41,Standard,3294.63,Debit Card,3,Delivered,4.5,Yes,2023,11,Q4,Monday
844,851,ORD100139,2023-12-01,2023-12-04,CUST10086,Neha Joshi,36,Male,Corporate,North,Punjab,Chandigarh,PROD2422,Hawkins Cookware,Kitchen,Cookware,Hawkins,12958.9,3,15,5831.5,33045.18,0.1712,5656.12,0.18,5948.13,0.0,Express,38993.32,EMI,3,Delivered,5.0,Yes,2023,12,Q4,Friday
845,852,ORD100726,2023-12-02,2023-12-11,CUST10297,Divya Patel,47,Male,Consumer,West,Goa,Margao,PROD6117,H&M Shoes,Clothing,Shoes,H&M,3629.23,4,5,725.85,13791.08,0.3688,5086.71,0.12,1654.93,36.74,Economy,15482.75,EMI,9,Delivered,3.5,Yes,2023,12,Q4,Saturday
846,853,ORD100524,2023-12-05,2023-12-06,CUST10286,Anjali Iyer,41,Female,Consumer,East,Bihar,Gaya,PROD4254,Penguin Cooking,Books,Cooking,Penguin,320.37,3,25,240.28,720.84,0.3371,243.0,0.12,86.5,220.76,Same Day,1028.1,Wallet,1,Delivered,5.0,Yes,2023,12,Q4,Tuesday
847,854,ORD100405,2023-12-05,2023-12-08,CUST10244,Pooja Patel,30,Male,Consumer,East,Bihar,Patna,PROD3730,Nike Accessories,Clothing,Accessories,Nike,1423.32,4,0,0.0,5693.26,0.3019,1718.85,0.12,683.19,76.75,Standard,6453.2,Cash on Delivery,3,Delivered,5.0,Yes,2023,12,Q4,Tuesday
848,855,ORD100341,2023-12-06,2023-12-06,CUST10284,Vikram Banerjee,62,Male,Consumer,Central,Chhattisgarh,Raipur,PROD3033,Local Publishers Self-Help,Books,Self-Help,Local Publishers,1178.56,1,25,294.64,883.92,0.2757,243.7,0.12,106.07,239.45,Same Day,1229.44,Debit Card,0,Delivered,3.0,Yes,2023,12,Q4,Wednesday
849,856,ORD100276,2023-12-06,2023-12-08,CUST10155,Sneha Banerjee,34,Female,Consumer,East,Odisha,Bhubaneswar,PROD3406,Levis Shoes,Clothing,Shoes,Levis,3680.3,2,10,736.06,6624.54,0.3435,2275.51,0.12,794.94,204.62,Express,7624.1,Credit Card,2,Delivered,5.0,Yes,2023,12,Q4,Wednesday
850,857,ORD100219,2023-12-11,,CUST10189,Karan Patel,47,Male,Consumer,West,Goa,Panaji,PROD6454,Tupperware Cookware,Kitchen,Cookware,Tupperware,7088.6,1,25,1772.15,5316.45,0.1806,959.94,0.18,956.96,131.07,Express,6404.48,EMI,2,Delivered,2.0,Yes,2023,12,Q4,Monday
851,858,ORD100598,2023-12-11,2023-12-14,CUST10039,Divya Malhotra,55,Female,Consumer,Central,Chhattisgarh,Raipur,PROD6148,FabIndia Cushions,Home Decor,Cushions,FabIndia,3855.02,1,15,578.25,3276.77,0.2846,932.41,0.12,393.21,136.55,Standard,3806.53,Net Banking,3,Delivered,5.0,Yes,2023,12,Q4,Monday
852,859,ORD100996,2023-12-11,2023-12-12,CUST10132,Meera Chopra,29,Male,Consumer,North,Rajasthan,Udaipur,PROD4318,WestSide Curtains,Home Decor,Curtains,WestSide,6135.81,1,20,1227.16,4908.65,0.2638,1294.84,0.12,589.04,226.45,Express,5724.13,Net Banking,1,Delivered,2.0,Yes,2023,12,Q4,Monday
853,860,ORD100945,2023-12-13,2023-12-16,CUST10030,Arjun Desai,33,Male,Corporate,South,Kerala,Calicut,PROD5811,FabIndia Wall Art,Home Decor,Wall Art,FabIndia,2800.69,1,20,560.14,2240.55,0.267,598.15,0.12,268.87,78.71,Standard,2588.13,Net Banking,3,Delivered,4.5,Yes,2023,12,Q4,Wednesday
854,861,ORD100760,2023-12-13,,CUST10066,Sneha Patel,56,Male,Consumer,West,Goa,Panaji,PROD6999,Puma Accessories,Clothing,Accessories,Puma,3432.22,5,25,4290.27,12870.82,0.3183,4096.64,0.12,1544.5,148.08,Standard,14563.4,EMI,5,Delivered,1.0,Yes,2023,12,Q4,Wednesday
855,862,ORD100266,2023-12-13,2023-12-19,CUST10232,Sneha Kulkarni,62,Male,Consumer,West,Goa,Margao,PROD4032,Adidas Jeans,Clothing,Jeans,Adidas,943.17,8,10,754.54,6790.83,0.3609,2450.88,0.12,814.9,41.97,Standard,7647.7,EMI,6,Delivered,5.0,Yes,2023,12,Q4,Wednesday
856,863,ORD100710,2023-12-13,2023-12-21,CUST10031,Neha Joshi,62,Male,Consumer,West,Maharashtra,Mumbai,PROD8421,Oxford Fiction,Books,Fiction,Oxford,331.17,1,15,49.67,281.49,0.3398,95.66,0.12,33.78,77.69,Economy,392.96,Debit Card,8,Delivered,,Yes,2023,12,Q4,Wednesday
857,864,ORD100750,2023-12-13,2023-12-18,CUST10175,Rohan Gupta,29,Male,Consumer,West,Gujarat,Ahmedabad,PROD3228,FabIndia Cushions,Home Decor,Cushions,FabIndia,3144.24,4,30,3773.09,8803.87,0.1928,1697.61,0.12,1056.46,44.0,Economy,9904.33,Wallet,5,Delivered,3.5,Yes,2023,12,Q4,Wednesday
858,865,ORD100190,2023-12-14,2023-12-20,CUST10228,Rajesh Reddy,22,Male,Home Office,Central,Chhattisgarh,Bilaspur,PROD9740,Puma Jeans,Clothing,Jeans,Puma,944.6,5,25,1180.75,3542.25,0.2889,1023.27,0.12,425.07,128.26,Standard,4095.58,Debit Card,6,Delivered,5.0,Yes,2023,12,Q4,Thursday
859,866,ORD100058,2023-12-14,2023-12-17,CUST10109,Aditya Chopra,55,Female,Consumer,South,Telangana,Hyderabad,PROD4063,Local Publishers Fiction,Books,Fiction,Local Publishers,674.53,1,0,0.0,674.53,0.4506,303.95,0.12,80.94,146.25,Standard,901.73,Cash on Delivery,3,Delivered,5.0,Yes,2023,12,Q4,Thursday
860,867,ORD100059,2023-12-16,2023-12-20,CUST10152,Kavita Reddy,64,Female,Consumer,Central,Madhya Pradesh,Gwalior,PROD4908,UrbanLadder Beds,Furniture,Beds,UrbanLadder,31514.26,1,25,7878.57,23635.7,0.181,4277.45,0.12,2836.28,55.17,Standard,26527.14,Debit Card,4,Delivered,3.5,Yes,2023,12,Q4,Saturday
861,868,ORD100466,2023-12-16,2023-12-20,CUST10142,Anjali Banerjee,55,Female,Consumer,South,Telangana,Warangal,PROD4264,Godrej Dining Tables,Furniture,Dining Tables,Godrej,21637.63,1,25,5409.41,16228.22,0.1588,2577.19,0.12,1947.39,103.66,Standard,18279.27,Net Banking,4,Delivered,4.5,Yes,2023,12,Q4,Saturday
862,869,ORD100933,2023-12-16,2023-12-17,CUST10136,Rohan Patel,59,Male,Consumer,West,Goa,Panaji,PROD8914,Nilkamal Sofa Sets,Furniture,Sofa Sets,Nilkamal,57635.13,3,0,0.0,172905.4,0.2285,39516.87,0.12,20748.65,0.0,Express,193654.05,EMI,1,Delivered,3.5,Yes,2023,12,Q4,Saturday
863,870,ORD100027,2023-12-16,2023-12-18,CUST10070,Neha Kulkarni,64,Male,Corporate,Central,Madhya Pradesh,Gwalior,PROD9609,H&M Accessories,Clothing,Accessories,H&M,2257.03,6,10,1354.22,12187.96,0.342,4167.94,0.12,1462.55,230.15,Express,13880.66,Credit Card,2,Delivered,4.0,Yes,2023,12,Q4,Saturday
864,871,ORD100488,2023-12-23,2023-12-28,CUST10125,Pooja Kumar,51,Male,Consumer,East,Odisha,Cuttack,PROD8378,Milton Storage,Kitchen,Storage,Milton,9213.48,2,20,3685.39,14741.56,0.1992,2936.19,0.18,2653.48,71.73,Standard,17466.77,Cash on Delivery,5,Delivered,4.0,Yes,2023,12,Q4,Saturday
865,872,ORD100791,2023-12-29,2024-01-03,CUST10054,Anjali Gupta,22,Female,Consumer,Central,Chhattisgarh,Bilaspur,PROD3527,IKEA Beds,Furniture,Beds,IKEA,63236.33,3,25,47427.25,142281.74,0.2124,30223.62,0.12,17073.81,0.0,Standard,159355.55,Wallet,5,Delivered,3.5,Yes,2023,12,Q4,Friday
866,873,ORD100256,2024-01-01,2024-01-05,CUST10136,Rohan Patel,59,Male,Consumer,East,Assam,Dibrugarh,PROD4531,Pepperfry Wardrobes,Furniture,Wardrobes,Pepperfry,84630.97,1,15,12694.65,71936.33,0.1957,14075.76,0.12,8632.36,0.0,Standard,80568.69,Debit Card,4,Delivered,5.0,Yes,2024,1,Q1,Monday
867,874,ORD100314,2024-01-01,2024-01-04,CUST10224,Neha Chopra,49,Female,Consumer,South,Kerala,Trivandrum,PROD2646,UrbanLadder Dining Tables,Furniture,Dining Tables,UrbanLadder,21647.22,1,15,3247.08,18400.14,0.1702,3131.38,0.12,2208.02,140.99,Express,20749.14,Debit Card,3,Delivered,4.5,Yes,2024,1,Q1,Monday
868,875,ORD100705,2024-01-05,2024-01-09,CUST10291,Pooja Patel,40,Female,Consumer,Central,Chhattisgarh,Raipur,PROD1279,Tupperware Cutlery,Kitchen,Cutlery,Tupperware,10181.17,1,10,1018.12,9163.06,0.1516,1389.12,0.18,1649.35,142.87,Standard,10955.27,Credit Card,4,Delivered,3.0,Yes,2024,1,Q1,Friday
869,876,ORD100206,2024-01-05,2024-01-11,CUST10132,Meera Chopra,29,Male,Consumer,North,Delhi,Delhi,PROD5105,LG Headphones,Electronics,Headphones,LG,2397.54,1,10,239.75,2157.79,0.0861,185.85,0.18,388.4,44.16,Standard,2590.35,Wallet,6,Delivered,3.5,Yes,2024,1,Q1,Friday
870,877,ORD100213,2024-01-08,,CUST10255,Rohan Verma,35,Male,Consumer,Central,Madhya Pradesh,Gwalior,PROD1074,H&M Dresses,Clothing,Dresses,H&M,3052.93,1,30,915.88,2137.05,0.3126,667.96,0.12,256.45,248.02,Express,2641.51,Debit Card,3,Delivered,3.0,Yes,2024,1,Q1,Monday
871,878,ORD100853,2024-01-08,2024-01-09,CUST10145,Kavita Nair,51,Female,Consumer,East,West Bengal,Kolkata,PROD8553,Puma Jeans,Clothing,Jeans,Puma,1507.97,1,5,75.4,1432.57,0.3843,550.6,0.12,171.91,156.87,Express,1761.35,EMI,1,Delivered,4.0,Yes,2024,1,Q1,Monday
872,879,ORD100376,2024-01-11,2024-01-12,CUST10256,Vikram Nair,60,Male,Home Office,Central,Chhattisgarh,Bilaspur,PROD6903,Godrej Beds,Furniture,Beds,Godrej,56007.25,5,0,0.0,280036.25,0.2655,74358.44,0.12,33604.35,0.0,Express,313640.59,Credit Card,1,Delivered,4.5,Yes,2024,1,Q1,Thursday
873,880,ORD100883,2024-01-12,2024-01-16,CUST10104,Rahul Malhotra,48,Male,Home Office,East,Assam,Guwahati,PROD7911,Zara Jeans,Clothing,Jeans,Zara,964.53,10,10,964.53,8680.74,0.292,2535.03,0.12,1041.69,51.17,Standard,9773.6,Cash on Delivery,4,Delivered,5.0,Yes,2024,1,Q1,Friday
874,881,ORD100820,2024-01-14,2024-01-18,CUST10078,Vikram Gupta,30,Male,Consumer,West,Maharashtra,Nagpur,PROD1700,Hawkins Dinnerware,Kitchen,Dinnerware,Hawkins,5835.45,1,15,875.32,4960.13,0.1964,974.16,0.18,892.82,113.57,Standard,5966.53,Credit Card,4,Delivered,5.0,Yes,2024,1,Q1,Sunday
875,882,ORD100146,2024-01-15,2024-01-16,CUST10161,Amit Verma,40,Female,Corporate,West,Gujarat,Surat,PROD7527,Penguin Self-Help,Books,Self-Help,Penguin,327.67,1,0,0.0,327.67,0.3881,127.18,0.12,39.32,201.95,Same Day,568.94,Credit Card,1,Delivered,4.5,Yes,2024,1,Q1,Monday
876,883,ORD100207,2024-01-30,2024-02-02,CUST10035,Rahul Patel,53,Male,Corporate,Central,Madhya Pradesh,Bhopal,PROD2985,Hometown Mirrors,Home Decor,Mirrors,Hometown,5887.82,5,5,1471.95,27967.13,0.2872,8031.09,0.12,3356.06,0.0,Standard,31323.19,Credit Card,3,Delivered,5.0,Yes,2024,1,Q1,Tuesday
877,884,ORD100979,2024-01-30,2024-02-05,CUST10253,Rohan Chopra,62,Male,Consumer,East,West Bengal,Siliguri,PROD7010,Tupperware Storage,Kitchen,Storage,Tupperware,6778.88,2,10,1355.78,12201.98,0.1784,2177.28,0.18,2196.36,72.14,Economy,14470.48,Cash on Delivery,6,Delivered,4.0,Yes,2024,1,Q1,Tuesday
878,885,ORD100653,2024-02-02,2024-02-09,CUST10011,Rohan Banerjee,26,Male,Home Office,North,Rajasthan,Udaipur,PROD5761,Zara Jackets,Clothing,Jackets,Zara,2856.11,6,10,1713.67,15423.01,0.3937,6071.99,0.12,1850.76,64.85,Standard,17338.61,UPI,7,Delivered,5.0,Yes,2024,2,Q1,Friday
879,886,ORD100659,2024-02-05,2024-02-09,CUST10150,Kavita Banerjee,52,Female,Home Office,South,Kerala,Calicut,PROD1348,LG Tablets,Electronics,Tablets,LG,2399.65,1,10,239.96,2159.68,0.0699,151.0,0.18,388.74,126.98,Standard,2675.41,Credit Card,4,Delivered,4.5,Yes,2024,2,Q1,Monday
880,887,ORD100973,2024-02-06,2024-02-06,CUST10135,Amit Kulkarni,41,Female,Consumer,South,Karnataka,Mangalore,PROD3686,Samsung Headphones,Electronics,Headphones,Samsung,367.94,1,10,36.79,331.15,0.0587,19.43,0.18,59.61,289.72,Same Day,680.47,Net Banking,0,Delivered,5.0,Yes,2024,2,Q1,Tuesday
881,888,ORD100771,2024-02-06,2024-02-10,CUST10268,Neha Malhotra,54,Female,Consumer,North,Delhi,New Delhi,PROD4215,Levis Shoes,Clothing,Shoes,Levis,3683.84,3,15,1657.73,9393.8,0.3487,3275.48,0.12,1127.26,109.74,Standard,10630.8,EMI,4,Delivered,3.5,Yes,2024,2,Q1,Tuesday
882,889,ORD100327,2024-02-10,2024-02-14,CUST10220,Kavita Malhotra,59,Male,Corporate,South,Tamil Nadu,Coimbatore,PROD4244,Pepperfry Chairs,Furniture,Chairs,Pepperfry,45458.29,2,0,0.0,90916.57,0.2481,22551.95,0.12,10909.99,0.0,Standard,101826.56,Net Banking,4,Delivered,4.0,Yes,2024,2,Q1,Saturday
883,890,ORD100427,2024-02-14,2024-02-16,CUST10182,Arjun Verma,24,Male,Home Office,South,Kerala,Calicut,PROD5795,Levis Dresses,Clothing,Dresses,Levis,4422.47,1,25,1105.62,3316.85,0.2609,865.27,0.12,398.02,152.0,Express,3866.87,Debit Card,2,Delivered,3.0,Yes,2024,2,Q1,Wednesday
884,891,ORD100430,2024-02-15,2024-02-22,CUST10029,Neha Gupta,32,Female,Consumer,North,Rajasthan,Jodhpur,PROD8594,Philips Dinnerware,Kitchen,Dinnerware,Philips,5739.32,3,20,3443.59,13774.37,0.1471,2025.53,0.18,2479.39,75.39,Economy,16329.14,Credit Card,7,Delivered,5.0,Yes,2024,2,Q1,Thursday
885,892,ORD100692,2024-02-18,2024-02-18,CUST10068,Divya Reddy,32,Female,Consumer,South,Karnataka,Bangalore,PROD1116,Pepperfry Study Tables,Furniture,Study Tables,Pepperfry,56272.22,2,0,0.0,112544.44,0.2686,30228.94,0.12,13505.33,0.0,Same Day,126049.78,Debit Card,0,Delivered,4.5,Yes,2024,2,Q1,Sunday
886,893,ORD100294,2024-02-19,,CUST10216,Priya Iyer,25,Female,Consumer,North,Uttar Pradesh,Lucknow,PROD2029,Godrej Beds,Furniture,Beds,Godrej,56201.59,1,10,5620.16,50581.43,0.2493,12608.45,0.12,6069.77,0.0,Express,56651.2,Wallet,3,Processing,,Yes,2024,2,Q1,Monday
887,894,ORD100498,2024-02-22,,CUST10110,Pooja Joshi,57,Female,Consumer,Central,Chhattisgarh,Bilaspur,PROD3628,Samsung Laptops,Electronics,Laptops,Samsung,158.0156503420952,2,15,353.34,2002.27,0.0705,141.07,0.18,360.41,75.44,Economy,2438.12,Cash on Delivery,8,Delivered,5.0,Yes,2024,2,Q1,Thursday
888,895,ORD100454,2024-02-23,2024-03-02,CUST10041,Kavita Verma,36,Male,Consumer,North,Rajasthan,Jodhpur,PROD1223,Samsung Smartwatches,Electronics,Smartwatches,Samsung,736.65,3,0,0.0,2209.95,0.0806,178.19,0.18,397.79,70.16,Economy,2677.9,Net Banking,8,Delivered,4.5,Yes,2024,2,Q1,Friday
889,896,ORD100050,2024-02-23,2024-02-26,CUST10199,Rohan Kulkarni,60,Male,Corporate,East,Odisha,Bhubaneswar,PROD8286,Dell Laptops,Electronics,Laptops,Dell,1270.78,1,0,0.0,1270.78,0.0631,80.21,0.18,228.74,101.02,Standard,1600.54,Net Banking,3,Delivered,4.5,Yes,2024,2,Q1,Friday
890,897,ORD100057,2024-02-25,2024-02-27,CUST10124,Amit Kulkarni,47,Male,Consumer,Central,Madhya Pradesh,Gwalior,PROD7985,IKEA Beds,Furniture,Beds,IKEA,81801.62,1,15,12270.24,69531.38,0.1718,11946.47,0.12,8343.77,0.0,Express,77875.14,Debit Card,2,Delivered,5.0,Yes,2024,2,Q1,Sunday
891,898,ORD100601,2024-02-26,2024-03-01,CUST10280,Arjun Verma,36,Female,Home Office,West,Gujarat,Ahmedabad,PROD2262,Pepperfry Sofa Sets,Furniture,Sofa Sets,Pepperfry,13188.42,1,20,2637.68,10550.74,0.1612,1700.34,0.12,1266.09,90.88,Standard,11907.71,Wallet,4,Delivered,1.0,Yes,2024,2,Q1,Monday
892,899,ORD100392,2024-02-27,,CUST10062,Rahul Gupta,64,Female,Corporate,South,Karnataka,Mangalore,PROD3496,Sony Headphones,Electronics,Headphones,Sony,883.03,1,25,220.76,662.27,0.039,25.86,0.18,119.21,49.18,Standard,830.66,Net Banking,4,Cancelled,,Yes,2024,2,Q1,Tuesday
893,900,ORD100043,2024-02-27,2024-02-29,CUST10133,Arjun Nair,45,Male,Consumer,Central,Chhattisgarh,Bilaspur,PROD4768,Godrej Dining Tables,Furniture,Dining Tables,Godrej,37247.66,4,10,14899.07,134091.59,0.2327,31202.8,0.12,16090.99,0.0,Express,150182.58,EMI,2,Delivered,4.5,Yes,2024,2,Q1,Tuesday
894,901,ORD100508,2024-02-28,,CUST10092,Rohan Reddy,24,Female,Corporate,East,West Bengal,Kolkata,PROD6014,Samsung Smartwatches,Electronics,Smartwatches,Samsung,1388.87,1,30,416.66,972.21,0.0655,63.65,0.18,175.0,42.84,Standard,1190.05,Credit Card,4,Processing,,Yes,2024,2,Q1,Wednesday
895,902,ORD100118,2024-03-03,,CUST10226,Kavita Gupta,58,Female,Home Office,South,Telangana,Hyderabad,PROD8353,Milton Appliances,Kitchen,Appliances,Milton,2634.57,3,0,0.0,7903.7,0.1726,1364.13,0.18,1422.67,164.28,Express,9490.64,Credit Card,3,Shipped,,Yes,2024,3,Q1,Sunday
896,903,ORD100748,2024-03-11,2024-03-18,CUST10151,Amit Patel,40,Male,Consumer,West,Goa,Panaji,PROD3370,Sony Laptops,Electronics,Laptops,Sony,1055.89,2,10,211.18,1900.61,0.1042,198.08,0.18,342.11,59.47,Standard,2302.19,EMI,7,Delivered,2.0,Yes,2024,3,Q1,Monday
897,904,ORD100701,2024-03-14,2024-03-18,CUST10012,Kavita Nair,40,Male,Corporate,North,Punjab,Chandigarh,PROD1928,FabIndia Curtains,Home Decor,Curtains,FabIndia,6313.76,1,0,0.0,6313.76,0.2623,1656.34,0.12,757.65,63.15,Standard,7134.56,Net Banking,4,Delivered,4.5,Yes,2024,3,Q1,Thursday
898,905,ORD100679,2024-03-18,2024-03-25,CUST10018,Priya Singh,24,Female,Consumer,West,Maharashtra,Pune,PROD7580,IKEA Dining Tables,Furniture,Dining Tables,IKEA,42463.6,2,10,8492.72,76434.47,0.267,20407.07,0.12,9172.14,0.0,Standard,85606.61,Credit Card,7,Delivered,4.5,Yes,2024,3,Q1,Monday
899,906,ORD100134,2024-03-20,2024-03-23,CUST10060,Rahul Chopra,37,Female,Consumer,North,Rajasthan,Jodhpur,PROD1019,IKEA Study Tables,Furniture,Study Tables,IKEA,77066.61,3,15,34679.97,196519.85,0.2062,40531.93,0.12,23582.38,0.0,Standard,220102.24,Wallet,3,Delivered,4.5,Yes,2024,3,Q1,Wednesday
900,907,ORD100157,2024-03-29,,CUST10224,Neha Chopra,49,Female,Consumer,South,Karnataka,Mangalore,PROD5107,FabIndia Curtains,Home Decor,Curtains,FabIndia,9036.3,2,10,1807.26,16265.34,0.2198,3574.9,0.12,1951.84,127.99,Express,18345.17,Cash on Delivery,2,Shipped,,Yes,2024,3,Q1,Friday
901,908,ORD100194,2024-03-30,,CUST10075,Amit Iyer,30,Female,Corporate,South,Kerala,Calicut,PROD8326,Levis Jackets,Clothing,Jackets,Levis,1459.93,3,5,218.99,4160.81,0.3663,1523.96,0.12,499.3,79.13,Economy,4739.24,Credit Card,7,Returned,,Yes,2024,3,Q1,Saturday
902,909,ORD100034,2024-03-31,2024-04-01,CUST10275,Vikram Desai,25,Female,Consumer,South,Tamil Nadu,Madurai,PROD8319,Local Publishers Fiction,Books,Fiction,Local Publishers,885.63,1,25,221.41,664.22,0.2751,182.74,0.12,79.71,257.33,Same Day,1001.26,Cash on Delivery,1,Delivered,3.0,Yes,2024,3,Q1,Sunday
903,910,ORD100337,2024-03-31,2024-04-03,CUST10200,Arjun Nair,48,Female,Corporate,West,Maharashtra,Nagpur,PROD4196,Milton Dinnerware,Kitchen,Dinnerware,Milton,9232.97,2,0,0.0,18465.94,0.192,3546.28,0.18,3323.87,108.12,Express,21897.93,Net Banking,3,Delivered,3.5,Yes,2024,3,Q1,Sunday
904,911,ORD100291,2024-04-02,2024-04-10,CUST10143,Meera M.,49,Female,Consumer,East,Bihar,Patna,PROD4623,Scholastic Cooking,Books,Cooking,Scholastic,503.54,2,5,50.35,956.72,0.3725,356.38,0.12,114.81,71.06,Economy,1142.58,Cash on Delivery,8,Delivered,4.0,Yes,2024,4,Q2,Tuesday
905,912,ORD100646,2024-04-05,2024-04-06,CUST10084,Anjali Nair,28,Female,Consumer,East,Odisha,Bhubaneswar,PROD1396,Apple Laptops,Electronics,Laptops,Apple,2628.79,3,0,0.0,7886.37,0.0615,485.36,0.18,1419.55,112.16,Express,9418.08,EMI,1,Delivered,4.5,Yes,2024,4,Q2,Friday
906,913,ORD100642,2024-04-07,2024-04-11,CUST10221,Aditya Chopra,38,Female,Consumer,South,Karnataka,Bangalore,PROD3807,HomeCenter Rugs,Home Decor,Rugs,HomeCenter,4057.09,2,15,1217.13,6897.05,0.2838,1957.69,0.12,827.65,124.09,Standard,7848.78,EMI,4,Delivered,4.0,Yes,2024,4,Q2,Sunday
907,914,ORD100929,2024-04-07,2024-04-12,CUST10070,Neha Kulkarni,64,Male,Corporate,West,Goa,Panaji,PROD3833,H&M Accessories,Clothing,Accessories,H&M,1469.58,2,15,440.88,2498.29,0.2631,657.2,0.12,299.8,145.3,Standard,2943.39,Credit Card,5,Delivered,5.0,Yes,2024,4,Q2,Sunday
908,915,ORD100022,2024-04-11,2024-04-17,CUST10263,Kavita Verma,24,Female,Consumer,West,Gujarat,Surat,PROD7442,HomeCenter Wall Art,Home Decor,Wall Art,HomeCenter,5300.72,6,0,0.0,31804.33,0.2529,8044.41,0.12,3816.52,0.0,Standard,35620.85,EMI,6,Delivered,5.0,Yes,2024,4,Q2,Thursday
909,916,ORD100241,2024-04-13,2024-04-19,CUST10016,Anjali Desai,37,Male,Consumer,West,Maharashtra,Pune,PROD8250,Hometown Curtains,Home Decor,Curtains,Hometown,1361.2346160732573,1,10,486.57,4379.16,0.2961,1296.88,0.12,525.5,117.67,Standard,5022.33,Net Banking,6,Delivered,,Yes,2024,4,Q2,Saturday
910,917,ORD100757,2024-04-17,2024-04-20,CUST10166,Kavita Patel,57,Female,Consumer,North,Delhi,New Delhi,PROD1451,Milton Containers,Kitchen,Containers,Milton,1262.5154047364638,2,25,4395.82,13187.46,0.1222,1611.82,0.18,2373.74,51.01,Standard,15612.21,EMI,3,Delivered,4.5,Yes,2024,4,Q2,Wednesday
911,918,ORD100006,2024-04-18,2024-04-27,CUST10067,Arjun Kumar,44,Male,Corporate,Central,Chhattisgarh,Raipur,PROD3712,IKEA Dining Tables,Furniture,Dining Tables,IKEA,63531.09,1,5,3176.55,60354.54,0.253,15271.68,0.12,7242.54,0.0,Economy,67597.08,Credit Card,9,Delivered,5.0,Yes,2024,4,Q2,Thursday
912,919,ORD100743,2024-04-18,2024-04-20,CUST10281,Amit Verma,64,Female,Consumer,South,Tamil Nadu,Coimbatore,PROD6183,Levis Jackets,Clothing,Jackets,Levis,4260.05,3,0,0.0,12780.16,0.3298,4214.68,0.12,1533.62,225.3,Express,14539.07,UPI,2,Delivered,4.0,Yes,2024,4,Q2,Thursday
913,920,ORD100487,2024-04-23,2024-04-25,CUST10020,Meera Gupta,63,Female,Corporate,East,Assam,Dibrugarh,PROD3391,HomeCenter Wall Art,Home Decor,Wall Art,HomeCenter,8546.17,3,10,2563.85,23074.66,0.2869,6619.39,0.12,2768.96,198.48,Express,26042.09,Net Banking,2,Delivered,3.5,Yes,2024,4,Q2,Tuesday
914,921,ORD100709,2024-04-24,2024-04-29,CUST10263,Kavita Verma,24,Female,Consumer,North,Delhi,Delhi,PROD4765,HP Cameras,Electronics,Cameras,HP,570.02,1,20,114.0,456.01,0.045,20.54,0.18,82.08,96.79,Standard,634.89,Credit Card,5,Delivered,2.5,Yes,2024,4,Q2,Wednesday
